timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-19T19:18:04,EDLSTM_PAZTUVD,cafab0c5-2e80-4324-b13b-812ebd22fa3f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,540.7416642470016,0.0017833117204323016,3.2978996040847245e-06,6.441744169346666,24.89320333757668,10.0,0.0009352175740759028,0.003738868268869988,0.0014517543649194469,0.006125840207865336,0.0,Chile,CHL,santiago metropolitan,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.0,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,-70.6536,-33.4521,7.60955810546875,machine,N,1.0,0.0
