timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-26T20:05:19,codecarbon,3ef9ea1c-3e28-41c9-8da9-a64142e0754e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,119.58135573799882,0.0008326230286458798,6.962816431602816e-06,42.5,33.61483274764784,10.0,0.0014115840090395677,0.0011164214486920065,0.00033213142604166836,0.002860136883773242,0.0,Chile,CHL,santiago metropolitan,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.0,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,-70.6536,-33.4521,7.60955810546875,machine,N,1.0,0.0
