timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-18T17:36:55,2Attention_EDLSTM_PAZ,4df027cd-7798-4f3d-ac43-795cb3c92f9a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,357.6739079149993,0.0022803456346001975,6.375487795274456e-06,42.5,26.35043248705514,10.0,0.004222099926175671,0.0026176965386000006,0.000993401072263891,0.00783319753703956,0.0,Chile,CHL,santiago metropolitan,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.0,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,-70.6536,-33.4521,7.609550476074219,machine,N,1.0,0.0
