timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-17T16:22:04,LSTM_Bi_Attention_PAZ,2c21edfb-6ca7-43ab-a650-f417235d399b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,124.31550878300004,0.0004188019148443165,3.3688629756996743e-06,6.43861203744,25.800581147138242,10.0,0.00021405370712951216,0.0008918068245560018,0.00033276266564444593,0.0014386231973299594,0.0,Chile,CHL,santiago metropolitan,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.0,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,-70.6536,-33.4521,7.609554290771484,machine,N,1.0,0.0
