timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-18T14:05:37,EDLSTM_PAZ,22d3e4e0-ea1a-4c3c-80c8-77caf98a754c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,479.76204811699995,0.002747134532532568,5.726035528059573e-06,42.5,18.322138701484793,10.0,0.0056628078264902805,0.0024414955643059927,0.001332357055602778,0.009436660446399054,0.0,Chile,CHL,santiago metropolitan,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.0,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,-70.6536,-33.4521,7.609550476074219,machine,N,1.0,0.0
