epoch,train_loss,val_loss
1,0.014055563849251485,0.003788619944196956
2,0.004237195748040297,0.0036092918788093093
3,0.003922504990138502,0.003349099769877324
4,0.0038233797966919763,0.0037225604233209614
5,0.0037005470990455554,0.0029180404546595836
6,0.0036541107333808516,0.00290295365712619
7,0.0036289455772930525,0.003030254135934813
8,0.0035443920872542853,0.0034710512293441506
9,0.0035001496743158594,0.0026381396863568766
10,0.0035114941778980817,0.002663810603171043
11,0.003451160833113439,0.003457000308940323
12,0.003435631473378938,0.003005679956820868
13,0.0033740926620642615,0.0026624069841668678
14,0.003337599152337134,0.0027233105829243894
15,0.003362354388385332,0.002721158391626103
16,0.0033245552597994297,0.002570542418977915
17,0.003359220886704861,0.002647121407046581
18,0.00329485597715878,0.002561083467856532
19,0.003260104009192825,0.002474428371001157
20,0.00323807432941976,0.0026526118347839365
21,0.003227427388507446,0.0025168337997722094
22,0.0032221939694863978,0.002561422670504374
23,0.003242400672994942,0.0024662677980521797
24,0.00319745140101683,0.0024309500084890826
25,0.0032041526849449537,0.0026119889643248916
26,0.0032274545212809852,0.0026223392936508987
27,0.0031632394141221693,0.0025822532616672955
28,0.0032456305199957567,0.0028815239803427085
29,0.0032421373719747257,0.00240166923951593
30,0.003200546045870093,0.0024171688808060257
31,0.0031404016959034682,0.002719754728010217
32,0.003163529148514499,0.002530560688059148
33,0.0031501752739131915,0.0024552254070953575
34,0.0031398296043334993,0.0026957474875303807
35,0.0031417411838143986,0.0023318150156792796
36,0.0031117754743415086,0.0024844920032731613
37,0.0031183882551128286,0.0023213131548435323
38,0.003082279665795795,0.002842359464483023
39,0.0031740863581944724,0.0024527848806966397
40,0.003127014195706579,0.002419481376321123
41,0.003084930953203487,0.0025616251145715546
42,0.0030945864869863725,0.002526817077855379
43,0.0030892406231335674,0.002756703146614379
44,0.0031169727613208427,0.0023094577226780585
45,0.003029267104890702,0.002505494035063668
46,0.0030528315492119873,0.0026742456555532215
47,0.0031006217480656537,0.0024046284527081086
48,0.0030226200676527998,0.002424373961723814
49,0.0030299585477375026,0.00245721580531409
50,0.003027345475978412,0.002730455615735752
51,0.003009452283367864,0.0026429294101659373
52,0.0030162162666935426,0.0026065543808368456
53,0.003004273214128261,0.0025420144420356342
54,0.0029901576508564176,0.002424680839044579
55,0.0029928974786647207,0.0027128246578432104
56,0.0030214920193733026,0.002385887606140612
57,0.002968896916718222,0.002401393486750244
58,0.003004573802960901,0.0027065532620618948
59,0.0029986950730138537,0.0024996914932279963
60,0.0029944500585164253,0.0024808816896485127
61,0.0029689296816892844,0.0023792218760014545
62,0.002941260974209096,0.002369653552260342
63,0.002966623543458506,0.0024090771228550884
64,0.0029659085975557295,0.0023757847120843482
65,0.0029311133665032687,0.0027069167478730644
66,0.0030177896631357727,0.002470599723520755
67,0.002950768143273308,0.0023946935959104246
68,0.002902677417599383,0.0024231467474622476
69,0.002932041478076523,0.0025062237558826925
70,0.0029290070940684626,0.002492555731115204
71,0.0029184821833041497,0.0024449977283744163
72,0.002901557924330215,0.002473543155240532
73,0.002920458897763941,0.0026173709568195385
74,0.0029097548700519837,0.002502825000205665
75,0.002877955221204805,0.002470279188085701
76,0.0028769667810896256,0.00242459102977538
77,0.0029190458850886594,0.0027306102295695076
78,0.0028766810701805904,0.002442160885450498
79,0.0028682827431718277,0.002459873766642587
80,0.0029237110863202056,0.002654742093531187
81,0.002871209267580828,0.002331439170990238
82,0.002857685627138077,0.0026569415655953257
83,0.002884524395479578,0.0023649716641975698
84,0.0028634232370677638,0.002739870070791455
85,0.0028543671914424825,0.0023304025569840813
86,0.0028981587180775628,0.002343233772804179
87,0.0028376827693136876,0.002515208668420818
88,0.0028237122104959175,0.0022672878498216603
89,0.0028335664707507626,0.0024492309127648972
90,0.002861029018102575,0.002437252781372904
91,0.0027721691873011877,0.0024600731739799838
92,0.0028307838104713787,0.0024397767575484886
93,0.0027802540686631496,0.0023781044106381557
94,0.002801331429570079,0.002389766745367869
95,0.0028029569005108596,0.002446561262384779
96,0.0027849680483389722,0.0024041236547883227
97,0.0028147029363026375,0.0024635252411560967
98,0.002777657398170656,0.002481048754743559
99,0.0027481729088322028,0.0022755108871854108
100,0.002743752696263376,0.002462124862263309
101,0.0027284336532223583,0.002427091738646748
102,0.0027467854353744768,0.0027026262122470234
103,0.0027672681979311166,0.002349315645437357
104,0.002768592424945382,0.002411663164741557
105,0.00273397939302716,0.0023361618202687394
106,0.002735835698695155,0.00237984573989567
107,0.0026790106225234923,0.002321137619219371
108,0.0027033648369373018,0.0024954622536546077
109,0.0027070598739859027,0.0025684953882103194
110,0.002654300876565685,0.002337069654591674
111,0.0026882425421111598,0.0025004052232846193
112,0.0026785597910323608,0.0024263927649093085
113,0.0026519843223165177,0.0023511403029911277
114,0.0026322916007605573,0.002306001408121856
115,0.0026431259928358488,0.002419871651889573
116,0.0026536100948457413,0.0023708795935525663
