epoch,train_loss,val_loss
1,0.030716888957734532,0.012248426220332185
2,0.026638763283456986,0.012348879903663684
3,0.02617356087296988,0.012155686926613323
4,0.0260766262266164,0.011961261429110148
5,0.025966086845922595,0.013125381271021754
6,0.02557800109886254,0.011740727225202986
7,0.025740795667904118,0.012372119958940758
8,0.025605824294810495,0.012555673130427616
9,0.02559418765401157,0.01168139229390947
10,0.025457747823869187,0.011887606486582951
11,0.025440091729008903,0.011929406252533307
12,0.025420684769051148,0.011786852680940358
13,0.02546196625432155,0.011600092051713898
14,0.02522068057830135,0.013200267624232346
15,0.02527918270595061,0.011693679676629114
16,0.0252670351571093,0.01155231846878849
17,0.025208011320016037,0.011321001315241285
18,0.025090820130814488,0.011910014807919625
19,0.02512669563293457,0.012729491725781538
20,0.02506963471532799,0.011646652008308247
21,0.025005255457169067,0.011021419894799971
22,0.025048206651505703,0.011437164198090561
23,0.024953566578915343,0.012201132158915357
24,0.02504356200127707,0.01184504855352787
25,0.024965927195929303,0.011809527285543209
26,0.02489154860201476,0.011077391460408748
27,0.0248669319737625,0.0114057945379865
28,0.024896726467219802,0.011905639413676231
29,0.024921620262709134,0.012341446977407827
30,0.024826464166593117,0.011158583353929575
31,0.024881708348402753,0.012190034905326193
32,0.02495384697879975,0.011516261745556972
33,0.024819827981991692,0.011699131277413618
34,0.02469413357709224,0.012223349757540128
35,0.02475966983862842,0.012113915379057183
36,0.024718302534893155,0.011238805941615363
37,0.024611212555707123,0.011839893233561277
38,0.024586270842701197,0.011432974643488653
39,0.0246825428698988,0.01114349178697941
40,0.0246256075547232,0.01135796434959791
41,0.024475390781299212,0.012388921496594311
42,0.02450280444463715,0.011124446478257648
43,0.02460221013655731,0.011573100783760204
44,0.024446660953496274,0.011947955696564847
45,0.024425913632148875,0.011996792481505196
46,0.024304935140147185,0.012653518853926637
47,0.024289007859382157,0.01167259219503642
48,0.024196645974492035,0.012825952787598065
49,0.024067420664747867,0.011854643392186259
50,0.02419028044193207,0.01240250287003081
51,0.024073106882860885,0.013240436702987085
52,0.023942486353917047,0.013053098284761781
53,0.023967195622390136,0.012881566556238563
54,0.023834429683241374,0.012070526222334699
55,0.02383580249734223,0.012632356739065943
56,0.023590658762744472,0.013362469980969046
57,0.023585237005803113,0.01252134087458117
58,0.023529497760076387,0.013612361453188053
59,0.023586635704850777,0.01456691780685019
60,0.02317150473439445,0.012287229251959464
61,0.023318541955086404,0.013826573677157072
62,0.023214731189849167,0.01295606688134046
63,0.023213259922340513,0.013132178890824754
64,0.02285441660011808,0.014919756659320181
65,0.022883734083734453,0.013119254856078077
66,0.022652581239890425,0.013682432462508878
67,0.022571491273508097,0.013108405426491297
68,0.02243649336451199,0.012940354969005786
69,0.0222305740249188,0.013236130251256872
70,0.022021031984089254,0.013526910666570094
71,0.022006660827901214,0.012627256749517346
