epoch,mse_stat,check_ghi,check_dhi,check_dni,check_diffuse_fraction,check_consistence,check_overcast_condition,check_maximum_direct_fraction,check_tracker_off,check_loss_physics,total_loss
28,3.1478604140421456,0.3281357288360596,0.0,0.0,0.0,0.492278559394302,0.0,0.2662341000105737,0.00026945277733018416,1.086917843608981,3.2565521984224586
29,3.137057005582493,0.3316755615150502,0.0,0.0,0.0,0.49011139246462193,0.0,0.26710608121044094,0.0002500255037014182,1.0891430599293412,3.2459713086631465
30,3.1396908406714275,0.33841966184808675,0.0,0.0,0.0,0.4872935855039166,0.0,0.2674716531939149,0.0003096936247842416,1.093494595650353,3.2490403003723674
31,3.1391333574580846,0.33681253249171506,0.0,0.0,0.0,0.4893309031324975,0.0,0.2669506236085673,0.000215332669961336,1.0933093906225526,3.248464287686427
32,3.136130491957215,0.3009452944081455,0.0,0.0,0.0,0.48331214866148925,0.0,0.26719918288897226,0.00026926228394337504,1.0517258912033673,3.241303078514745
33,3.1322653557656266,0.29772450170610143,0.0,0.0,0.0,0.493813619260291,0.0,0.26760451277226494,0.00026660882154971085,1.0594092428878386,3.238206280559206
34,3.1348047842808544,0.31433979851415195,0.0,0.0,0.0,0.4850148556675117,0.0,0.26728566529696457,0.0002770133814031215,1.0669173336184372,3.2414965241273737
35,3.1305045483554985,0.3052131780195703,0.0,0.0,0.0,0.4811313090184618,0.0,0.26785229408585687,0.00023718487701897506,1.0544339660130417,3.2359479494902526
36,3.128260834403459,0.3093802893977214,0.0,0.0,0.0,0.4818657828852873,0.0,0.26751270773744734,0.00028195369879469403,1.0590407353270714,3.234164916731245
37,3.130003023613548,0.3086659046260074,0.0,0.0,0.0,0.48465765998107185,0.0,0.26759342625979876,0.00028803820209122636,1.0612050259928747,3.236123522640439
38,3.1272615306928793,0.2891922657186896,0.0,0.0,0.0,0.47661996761440084,0.0,0.2683176869581112,0.000252115203474166,1.0343820355614153,3.2306997352780287
39,3.1304309575876124,0.27392747891454045,0.0,0.0,0.0,0.4739902064155679,0.0,0.26780788993602467,0.0002630340475407019,1.0159886108547544,3.2320298102080676
40,3.1249527752593607,0.2642698036537109,0.0,0.0,0.0,0.4732467532157898,0.0,0.26837794773935886,0.0002482022774627232,1.0061427069409268,3.2255670403036305
41,3.125938100224597,0.2792306886045475,0.0,0.0,0.0,0.4840928431636731,0.0,0.26809264049662057,0.00024876728386948857,1.0316649386082875,3.2291045961628515
42,3.119892644183255,0.261838141404068,0.0,0.0,0.0,0.46678808748916206,0.0,0.26867342839800207,0.0002681747479333939,0.997567832275788,3.219649433313049
43,3.11910759742563,0.26258522514799904,0.0,0.0,0.0,0.4675350845442532,0.0,0.2687202909967409,0.00029242651518859,0.9991330279201175,3.219020906605237
44,3.1171614211234675,0.2591020408593095,0.0,0.0,0.0,0.47641831257832534,0.0,0.26900393217316676,0.0003145892743373152,1.0048388782463948,3.2176453178014377
45,3.1164812777640387,0.2564437894168816,0.0,0.0,0.0,0.46771665640684984,0.0,0.26925981525295306,0.00025694920447827933,0.993677210147684,3.21584899767214
46,3.11314038946885,0.2603129728026809,0.0,0.0,0.0,0.46720406811089804,0.0,0.2689401479225593,0.00023096504375484173,0.9966881550872754,3.212809209326583
47,3.1175361477590897,0.27090281228677454,0.0,0.0,0.0,0.4674582897840185,0.0,0.26898149184955433,0.0003474595371014907,1.0076900544888803,3.2183051513149974
48,3.1140234124776978,0.25514816150603153,0.0,0.0,0.0,0.4643399855212974,0.0,0.2690509106320746,0.0003391611253302727,0.9888782169220889,3.2129112318983317
49,3.1164499905676335,0.2533234913108405,0.0,0.0,0.0,0.4637229097005989,0.0,0.26948450403803714,0.00027356241982891326,0.9868044697888907,3.2151304343624303
50,3.1098622654470636,0.23129197828932765,0.0,0.0,0.0,0.4573940540563787,0.0,0.26967687778636,0.0002829272130122014,0.9586458375088942,3.2057268487514023
51,3.1098721407912056,0.2416507964802099,0.0,0.0,0.0,0.4641227061080618,0.0,0.2698121134931955,0.00029029246989989524,0.9758759090488819,3.2074597320649807
52,3.1065731097121945,0.2234662583868355,0.0,0.0,0.0,0.45546953394669276,0.0,0.269945759483968,0.0003048739341430439,0.9491864260322503,3.201491753907468
53,3.1053685852681387,0.24295559379875845,0.0,0.0,0.0,0.4577719582796876,0.0,0.2701437673273613,0.0002964615809703883,0.9711677841720837,3.2024853586762267
54,3.106499765905574,0.23713815459793486,0.0,0.0,0.0,0.4572941125021698,0.0,0.27000842808900527,0.00032593806180192876,0.964766632850473,3.2029764232884
55,3.1031264820005693,0.23509758341972528,0.0,0.0,0.0,0.45900870757693213,0.0,0.27006630745112675,0.00030298249535141243,0.9644755808460598,3.199574045909733
56,3.1027159589897932,0.23010928312419687,0.0,0.0,0.0,0.4553176215106581,0.0,0.27004053737325073,0.00030820084438455984,0.9557756418513945,3.198293520495634
57,3.1029371423131087,0.2188435887450699,0.0,0.0,0.0,0.4557090886058558,0.0,0.2701430547897512,0.00029552999143685893,0.9449912626114265,3.1974362748453613
58,3.1017023639492582,0.22585132145338013,0.0,0.0,0.0,0.4559782864798939,0.0,0.27060717485044183,0.00035882357762768546,0.9527956070651448,3.196981929412493
59,3.0975080936273454,0.21323561280092113,0.0,0.0,0.0,0.452194974554478,0.0,0.2704374115513665,0.00028714847656919425,0.9361551499133777,3.191123601085588
60,3.0966103387577917,0.2176032633268872,0.0,0.0,0.0,0.4506677205671316,0.0,0.27061928585414385,0.0002928121919449456,0.9391830837299459,3.1905286556734693
61,3.095817052968553,0.20320064625444936,0.0,0.0,0.0,0.44766369627042385,0.0,0.2708622991844576,0.00032061669089700955,0.9220472603356796,3.18802178682644
62,3.0939183891401987,0.19968093334657758,0.0,0.0,0.0,0.44911901735327536,0.0,0.2708973714214195,0.00030478205173867923,0.9200021042109308,3.185918599464215
63,3.0959481645484686,0.20890737079836263,0.0,0.0,0.0,0.443818607916661,0.0,0.2708787622979874,0.0003484410479519188,0.9239531821459049,3.1883434787247
64,3.0944094535582227,0.19558443541635503,0.0,0.0,0.0,0.4489077006372645,0.0,0.27088721620725875,0.0002752759885224922,0.9156546318958174,3.1859749118745917
65,3.0917570245382455,0.19658373077839914,0.0,0.0,0.0,0.4494751216145991,0.0,0.27120312640643685,0.00038392802985561,0.9176459048392329,3.1835216058581945
66,3.09041555250118,0.20007553456369379,0.0,0.0,0.0,0.4483640723974001,0.0,0.27100343778972114,0.0003704784516888255,0.9198135234633946,3.182396893004252
67,3.0874450760089633,0.1870740992335622,0.0,0.0,0.0,0.4407962752864105,0.0,0.2714478606024472,0.00032762765690247473,0.8996458626337085,3.1774096593794674
68,3.0922637121685175,0.19677271240721497,0.0,0.0,0.0,0.44841282064829263,0.0,0.27088204977566743,0.00030586352201742925,0.9163734464381337,3.183901045920404
69,3.0884978683841338,0.1822632368690416,0.0,0.0,0.0,0.4441933948364633,0.0,0.27151463959815053,0.00030418211466811784,0.8982754538035933,3.1783254121336175
70,3.0885443283602934,0.1772910542907467,0.0,0.0,0.0,0.4455837119091609,0.0,0.2716135717078996,0.0003489757727237009,0.8948373116965412,3.1780280612579
71,3.08625852246238,0.18089428476091315,0.0,0.0,0.0,0.44413371481219827,0.0,0.2718167636992489,0.0003753519891564058,0.8972201160965215,3.1759805333730853
72,3.084094756006807,0.16645878417484153,0.0,0.0,0.0,0.4430410128074668,0.0,0.2721109723229362,0.0003368916165945197,0.8819476583493263,3.172289519045952
73,3.0861705458125392,0.17043283086646266,0.0,0.0,0.0,0.4380569260458215,0.0,0.2714905583509015,0.00032420722154918624,0.8803045227395598,3.1742009904951543
74,3.079416130769526,0.16234123080677632,0.0,0.0,0.0,0.44099814680189525,0.0,0.2719441239239725,0.00032021973512654195,0.8756037218562949,3.166976511284272
75,3.0813807054917297,0.17196624830413723,0.0,0.0,0.0,0.4401980855954199,0.0,0.27209381958172457,0.0003212474116673298,0.8845794020335916,3.1698386416761415
76,3.0779564108833055,0.16962618781223354,0.0,0.0,0.0,0.43899517465103705,0.0,0.2721136186623806,0.0003384357918939684,0.8810734199390354,3.1660637424512497
77,3.077382116442007,0.1663947492862175,0.0,0.0,0.0,0.43593737541270156,0.0,0.2722340058231977,0.00036237636620500374,0.8749285080145538,3.164874968388959
78,3.078807331840066,0.15523445179097428,0.0,0.0,0.0,0.4363401211822459,0.0,0.27201669228775865,0.0003252710042830788,0.8639165370782731,3.165198993799352
79,3.0778126130274948,0.1654977596543898,0.0,0.0,0.0,0.43789530470239224,0.0,0.27214381084185857,0.00031831810184138623,0.8758551928818421,3.165398135247369
80,3.0750836238798938,0.15925012227960839,0.0,0.0,0.0,0.43233344662655454,0.0,0.2720956415035048,0.00032725920506331344,0.8640064701971866,3.1614842754621857
81,3.075047091086448,0.15960456804654502,0.0,0.0,0.0,0.43330141309806464,0.0,0.27231854797380384,0.00033334660243716227,0.8655578744527959,3.161602882880729
82,3.0741868155010357,0.15246808664806497,0.0,0.0,0.0,0.43277099689753895,0.0,0.2723611966988943,0.00036554669518424173,0.8579658242700935,3.1599834015780996
83,3.07509471888651,0.14985584164287058,0.0,0.0,0.0,0.43138199433053337,0.0,0.2722890262980414,0.0003785617734496678,0.8539054279218666,3.160485271716351
84,3.0751167361045133,0.14569403643716808,0.0,0.0,0.0,0.4361813398448185,0.0,0.2723446910660893,0.0003339661898073233,0.8545540371236279,3.1605721459714924
85,3.0735086008469503,0.14072749339019835,0.0,0.0,0.0,0.4308205078983928,0.0,0.27245140124221584,0.00037328678058879024,0.8443726885590566,3.157945876595253
86,3.07187170586291,0.15054216912980978,0.0,0.0,0.0,0.4307244094847078,0.0,0.2723488002918443,0.0003191835765729899,0.8539345594493104,3.157265168836138
87,3.0720870877321844,0.150737318911071,0.0,0.0,0.0,0.43449035529593316,0.0,0.27219089676386354,0.0003450224900326969,0.8577635948355112,3.1578634460896575
88,3.0697546321716676,0.1372931702517531,0.0,0.0,0.0,0.42993195413184104,0.0,0.27237075504146097,0.00034423298065941953,0.8399401122661676,3.153748636525307
89,3.0702739237574086,0.13839092472088843,0.0,0.0,0.0,0.4289327357995781,0.0,0.272475481130401,0.0003402480546154494,0.8401393894263897,3.1542878558659004
90,3.0644722823599646,0.14537759867863856,0.0,0.0,0.0,0.4319500444572216,0.0,0.27282930061172606,0.0003398859187815011,0.8504968306917319,3.1495219717584937
91,3.06607008912276,0.1443485833146284,0.0,0.0,0.0,0.4292768952512586,0.0,0.2725120825080219,0.0004093111629206506,0.8465468724309811,3.1507247822292475
