epoch,mse_stat,check_ghi,check_dhi,check_dni,check_diffuse_fraction,check_consistence,check_overcast_condition,check_maximum_direct_fraction,check_tracker_off,check_loss_physics,total_loss
27,5.597300766345344,0.0,0.0,0.0,0.0,0.133999600860894,0.0,0.10293444119854937,0.0009500256474873083,0.2378840678483733,7.976141445023222
28,5.585166132022974,0.0,0.0,0.0,0.0,0.13397366014773374,0.0,0.1035526112352987,0.0009711923160582079,0.23849746361617538,7.970140761583558
29,5.5665247797577715,0.0,0.0,0.0,0.0,0.13422278023600973,0.0,0.10489824715188732,0.0009335526542970157,0.24005458079254208,7.967070582635238
30,5.497262216934554,0.0,0.0,0.0,0.0,0.13437645083918254,0.0,0.11023706001159812,0.0009450720750547773,0.24555858299864233,7.952848036825076
31,5.490489726734471,0.0,0.0,0.0,0.0,0.13597010277478644,0.0,0.11094050026871871,0.0012042268038293528,0.24811482963422224,7.971638020164417
32,5.5081374303525745,0.0021390518847039935,0.0,0.0,0.0,0.13640402637252205,0.0,0.11015517762118905,0.0010512186800575648,0.24974947493122904,8.005632161317513
33,5.614717098711369,0.0,0.0,0.0,0.0,0.1349285123475405,0.0,0.10171926565201352,0.0011474785693778567,0.23779525678204402,7.992669674006656
34,5.60878333439656,0.0,0.0,0.0,0.0,0.13375352810862012,0.0,0.10179048888263945,0.001034079400742129,0.2365780959106035,7.9745642773879855
35,5.595550054835958,0.0,0.0,0.0,0.0,0.1346283754521939,0.0,0.10184373971111214,0.0008717085438073661,0.2373438242592331,7.968988295875074
36,5.599916879051274,0.0,0.0,0.0,0.0,0.13381876177624694,0.0,0.10193972000761221,0.0009097783562366274,0.23666826079839184,7.966599490821168
37,5.590304726498136,0.0,0.0,0.0,0.0,0.134627112736531,0.0,0.10208373740072751,0.0009111754098719033,0.23762202568667734,7.966524990839756
38,5.58977081022356,0.0,0.0,0.0,0.0,0.13405575727018545,0.0,0.10240370802071655,0.0009424305105345263,0.23740189607446283,7.96378976281381
39,5.566437380321637,0.0,0.0,0.0,0.0,0.13531066479725634,0.0,0.10335296120628085,0.0008857978613294832,0.23954942409883498,7.96193161383514
40,5.543828458273448,0.0022101604200729717,0.0,0.0,0.0,0.1387983080036089,0.0,0.10675937211571762,0.0010714197670889216,0.24883926002132775,8.032221067223562
41,5.607924824040569,0.0,0.0,0.0,0.0,0.13425495140618532,0.0,0.1016439295795531,0.0009641451412259748,0.23686302581905158,7.976555063204187
42,5.602966565262606,0.0,0.0,0.0,0.0,0.13423441952331044,0.0,0.10165991321060479,0.0009410914776130835,0.2368354235293423,7.971320792207498
43,5.600144428616627,0.0,0.0,0.0,0.0,0.1342138399275972,0.0,0.10167035885179468,0.0008354577734908671,0.23671965679633097,7.967341019198639
44,5.597353216879535,0.0,0.0,0.0,0.0,0.13418185868655438,0.0,0.10169406766708979,0.0008394254147035681,0.23671535201103747,7.964506730194588
45,5.591095860695605,0.0,0.0,0.0,0.0,0.13476149387147998,0.0,0.10172504759378463,0.0009365923651903628,0.23742313391805078,7.9653272209416075
